Image Number,Label,Aspect Ratio,Mean Radius,Equivalent Radius,Area
4,192,2.2447926671260867,20.928756176763013,15.983970649618502,613
4,199,2.1887922573642653,20.547720405896087,15.825671003535058,606
5,25,11.30546598963259,44.690559224405995,19.912217765332407,555
5,23,43.207495280257454,81.33493940047383,23.17879122294333,481
5,24,2.3516237074303628,18.394085292451667,13.832125458104573,452
5,26,2.1612124857351045,15.203495023142487,11.759195580231042,336
5,39,2.0891124329508663,18.234378804304416,14.263858922371725,500
5,49,2.1404302239737554,14.48608266927429,11.240456114680365,308
5,59,2.354231790755683,20.955521908850233,15.75247291866677,586
5,61,2.3489554585098777,17.82612384888695,13.410099254629937,425
5,79,2.3259180471194667,20.54280273101289,15.504635455124474,570
5,88,2.0829445209994235,18.116175300990164,14.185368219802,495
5,99,2.328257174538513,20.87513062056287,15.750181095717734,588
5,111,2.2129092534130996,15.746288267122551,12.083432754481015,352
5,119,2.0970340476486204,18.029857121394105,14.086089967355772,487
5,131,2.0689942655022677,18.823303511653183,14.77211735939513,538
5,138,2.129903892655249,14.9349239770413,11.607793687317896,329
5,150,2.319699541441516,21.61935769193109,16.33173062611233,633
5,159,45.98995498034139,83.30013911738034,23.250095007394343,474
5,171,2.3259180471194627,20.542802731012873,15.50463545512447,570
5,182,2.094205220941581,15.831738400971764,12.374344212108356,376
5,192,2.3300811230076084,21.478590435443586,16.201258926485192,622
5,199,2.3313834655106924,21.276335854419642,16.04570979295018,610
6,25,10.907072406749696,44.52431184778919,20.076799589955378,571
6,23,44.08484746278272,80.86539145203956,22.891078028043065,466
6,24,2.4777844131841547,18.329964401430562,13.545876631713723,426
6,26,2.1705266553345917,13.808997992710724,10.665317580841785,276
6,39,2.109115860425815,17.81992421825382,13.895442250009095,473
6,49,2.2738121548114725,13.097141768482246,9.959976963493938,237
6,59,2.4362044700421954,21.353574991948985,15.869601303108968,588
6,61,2.4158390376670433,17.560272352568457,13.08705464336097,401
6,79,2.4138873973306576,21.074024787006852,15.709962586082707,578
6,88,2.1535001769635795,18.063462254053068,13.987905575784529,476
6,99,2.4454859443432033,21.71920683819772,16.120885903268082,606
6,111,2.207112945917279,14.49348872122583,11.131783489950575,299
6,119,2.1653465899702553,17.709017705786522,13.68837828714454,455
6,131,2.1429169647944826,18.94177210867067,14.692154711202816,526
6,138,2.216014210007445,13.568492152149538,10.407363914537,261
6,150,2.4085958207337828,22.323572967030632,16.653635822466118,650
6,159,46.42711967653403,83.69511395151655,23.28678452681503,474
6,171,2.4424117651823836,21.013997350381494,15.603991751295267,568
6,182,2.233909199688775,15.037352553728283,11.503134816730434,318
6,192,2.422038678527386,22.195556065225567,16.52744314246418,639
6,199,2.433624849877052,22.108870656489355,16.436727247668713,631
7,25,10.844926651088933,44.976657919815366,20.319435639453058,586
7,23,45.10510176622949,80.82460586560349,22.705707549223785,455
7,24,2.5245462290512806,18.283670788421368,13.427720216747277,416
7,26,2.1725806796008733,11.789925176972929,9.103025190635165,201
7,39,2.2464233200616204,17.878234304434375,13.650883439260205,447
7,49,2.1930215307523624,10.164297526644587,7.823415640327645,148
7,59,2.4977320839520623,22.18417662903172,16.35038676430545,619
7,61,2.4568354280384854,17.26138282654494,12.792346934580218,381
7,79,2.4527113941209167,21.715346185621968,16.102177426480075,604
7,88,2.227713296900061,17.863270268734922,13.67753611086438,450
7,99,2.4913393066615965,22.404917996214575,16.527191730749987,633
7,111,2.237110269058766,12.825513120097856,9.806460548317196,231
7,119,2.2042041414256524,17.389600536070116,13.362026674801294,431
7,131,2.2039880429169734,19.099911392660843,14.676695180236333,520
7,138,2.22684110925667,11.23258412506063,8.601679761316282,178
7,150,2.4447113429972016,23.071025983031106,17.126069907129704,684
7,159,46.35908577863728,84.33658555556552,23.476736557976515,482
7,171,2.4523253459091845,21.33282567349138,15.819364108558267,583
7,182,2.2456204705416147,13.737104638423057,10.49018354043358,264
7,192,2.4915193000546605,22.913223231012857,16.901740687555467,662
7,199,2.5036148476773503,23.038061721927527,16.966415480771612,666
8,25,10.63919473712845,45.96970720265929,20.901084362570877,624
8,23,46.26750065565695,80.95489037810643,22.550235190958354,445
8,24,2.4971991379555614,17.83124418969013,13.143083146774634,400
8,26,2.3685537279946396,8.639413908954618,6.481216581035952,99
8,39,2.2751468311879877,17.626189085915968,13.401557726626471,429
8,49,2.311299475004893,3.7387805476764466,2.827773157026272,19
8,59,2.522359589457158,22.94988339742849,16.859504891705456,656
8,61,2.4657353671928424,16.92562553033219,12.528408532460249,365
8,79,2.483929815677317,22.442148929547347,16.571099814051426,637
8,88,2.2679047444938356,17.741106912412288,13.503274923488698,436
8,99,2.53026999023043,23.17775740634127,17.009144005490338,667
8,111,2.229303698298505,10.385597228090646,7.950145256826101,152
8,119,2.248671515638568,16.729249245414124,12.769320242231888,391
8,131,2.2160621929503272,19.335436052479828,14.83064328767721,530
8,138,2.159443398661264,6.786305049438151,5.250323973222576,67
8,150,2.490071615887597,23.922115414988006,17.649360288278974,722
8,159,45.98313718906904,85.2050235247488,23.782947006081102,496
8,171,2.471016694417712,21.940100596125564,16.228562583245868,612
8,182,2.267088442796084,11.740213067114526,8.936891618834032,191
8,192,2.5224002498425544,23.757991714693734,17.453065810517234,703
8,199,2.5122024045772955,24.044819750707195,17.68764379093263,723
9,25,10.50293422691271,47.18647129962895,21.546692770868823,666
9,23,46.49352546950703,81.24352014170086,22.593901936105652,446
9,24,2.4240079776326744,17.23544301245286,12.830525255671331,385
9,39,2.234897674278383,17.057506264157606,13.046569283400808,409
9,59,2.5194883283434333,23.92931931183962,17.585696000270623,714
9,61,2.514767952282878,16.809754660209705,12.361240872127567,353
9,79,2.5380853252506506,23.57612317349134,17.283710598121214,688
9,88,2.2886069182287594,17.636995511457595,13.383433199236501,427
9,99,2.5252220622089196,24.28974083955036,17.837049715141564,734
9,119,2.2217716696422154,15.889450706761256,12.177058968568168,357
9,111,2.0355283773551998,4.40883932385773,3.4788194100895278,30
9,131,2.2207874908237115,19.717865944198042,15.113239875902243,550
9,150,2.57327358861833,25.260199357980415,18.433513425249497,779
9,159,44.535737594856585,86.84307733229369,24.499975761583148,532
9,171,2.4807112809326735,22.462785165405634,16.593507514024346,639
9,182,2.2738798946652903,8.335745392272115,6.339017252886901,96
9,192,2.488179844906106,24.727180425168967,18.247946897874815,772
9,199,2.5465351696288487,25.5762383326031,18.72923810013787,807
10,25,10.6630816792523,49.46910623422866,22.47535112678462,721
10,23,46.905220814583025,81.05167499517093,22.47440827215871,440
10,24,2.4718529335387904,16.923378570526623,12.516402678411369,364
10,39,2.2304497130423,16.425291286090545,12.571360137487675,380
10,59,2.569223831923011,24.93060574064082,18.20254793616576,760
10,61,2.4857855153445625,16.401982670356006,12.108075797686627,340
10,79,2.538146232131973,24.746739482342942,18.141747014380105,758
10,88,2.2466986716112527,17.165090042331233,13.105828374723691,412
10,99,2.5552079039020823,25.428558943995636,18.600002460889613,795
10,119,2.249499526383152,14.922727591978695,11.38901703414545,311
10,131,2.247150873431734,20.262691194610856,15.469859943592725,574
10,150,2.517814871021559,26.238170068774984,19.286745272250975,859
10,159,42.75768998018358,88.23282714825787,25.23241295470822,572
10,171,2.536300971254488,23.27484072792658,17.06684018478283,671
10,192,2.5453782110821104,25.994666502688244,19.03853277629295,834
10,199,2.550521914439321,27.00087023753884,19.76217505019566,898
11,25,10.59909342753273,51.49566807935863,23.44306850949807,786
11,23,47.45005668687972,80.77655084215544,22.312062938350167,432
11,24,2.4668646636710236,15.999504234994408,11.841082792236701,326
11,39,2.3076016948547857,15.521811684649888,11.74596746924168,328
11,59,2.5715488453346294,25.970843696464847,18.956338963104464,824
11,61,2.4453045562051607,15.558643747312454,11.548548901456236,311
11,79,2.5443801672261634,25.81760679194566,18.911326014355872,823
11,88,2.254750998374301,16.557929878464556,12.62718402383595,382
11,99,2.5328709865909182,26.49968281934037,19.44030104852038,871
11,119,2.2130945344781496,13.323714462742538,10.224105643647722,252
11,131,2.2489239100713694,20.341190343875546,15.525709045977866,578
11,150,2.5795570753029997,27.64855730829791,20.160010829351183,931
11,159,41.65001901827417,89.63321574525428,25.858137654996497,606
11,171,2.578002763862011,24.00133004596168,17.504142873201218,702
11,192,2.574157380174316,27.1256890962571,19.792580253938567,898
11,199,2.5597295314430943,28.358331791721195,20.730796403839893,987
12,25,10.321322002968893,52.65795034213165,24.18533875966031,844
12,23,48.977009792957425,79.75378045227713,21.798194478882586,408
12,24,2.389598940445542,14.330767635569783,10.719168928676213,270
12,39,2.262350624478309,13.788181258722155,10.503168819803022,264
12,59,2.554548859037574,26.97700224508291,19.73432533387427,895
12,61,2.5094370776252632,14.299906622927864,10.523037015536625,256
12,79,2.558060659622526,26.980453326243737,19.72781391982948,894
12,88,2.320569123731378,15.612745783707066,11.792732621784257,330
12,99,2.5782554653516034,27.7157070032529,20.212373390873772,936
12,119,2.2061447956970484,10.533449407201791,8.091442320725301,158
12,131,2.2542833333572605,20.294822623202165,15.478032701189614,574
12,150,2.560820034634142,28.721349999028654,20.99319289957298,1012
12,159,40.95101167337018,90.69264350942493,26.31179736258379,631
12,171,2.5548065320303213,24.48148831322381,17.908194828809712,737
12,192,2.5575851953637034,28.231338167722328,20.643726395125835,979
12,199,2.5658433269218515,29.65841805043712,21.663964617492574,1077
13,25,10.33162006349547,55.12457609098686,25.30982372405016,924
13,23,50.600458931604294,77.82089370847535,21.039951227412317,376
13,24,2.408423472389675,12.226687011159312,9.121463218048142,195
13,39,2.2888349050798245,11.451662764127326,8.689545485029315,180
13,59,2.5697613861808226,28.139031252254703,20.543678447790384,968
13,61,2.39741583062315,12.10451414781806,9.044118404908032,192
13,79,2.5517070497501892,28.112333128089695,20.572478606322694,973
13,88,2.233357199306539,13.931102308356321,10.657763659139041,273
13,99,2.586001825245518,28.8764765158705,21.037845313283885,1013
13,119,2.034906649068339,4.258692910749529,3.360687735968673,28
13,131,2.239250024847769,19.88945344656863,15.202744141664507,555
13,150,2.574832978889073,29.99858466849381,21.88690792352978,1098
13,159,40.0114592480566,91.68308680414039,26.805737675367677,660
13,171,2.537384956933947,24.95430236829611,18.295739982115013,771
13,192,2.58099313356343,29.356632240167144,21.40148698011377,1049
13,199,2.5816773593694067,31.04738683360521,22.632076237497635,1173
14,25,10.055261435005043,56.546338818722745,26.19831555650083,999
14,23,55.538089974013324,75.56519278618522,19.805758601702703,323
14,24,2.319772656194683,8.061003546368948,6.0893925359624435,88
14,39,2.3565210564223062,6.305197008084124,4.738143604240031,53
14,59,2.557646218658077,29.237480749842792,21.379282456589124,1050
14,61,2.280454721122978,8.03768151663071,6.1064711448651865,89
14,79,2.5821901977342585,29.34943999477818,21.392936874589815,1048
14,88,2.2685350184066815,11.713174354864915,8.914413572545602,190
14,99,2.565372063669634,29.83413792403386,21.793653387198482,1090
14,131,2.236884835346733,19.517481092083177,14.92367876542365,535
14,150,2.616172042648014,31.41357682248263,22.797923335176748,1185
14,159,39.05606644754474,92.4833458586178,27.258421299311657,688
14,171,2.5338668260349477,25.43338354450807,18.655613920315382,802
14,192,2.5647075735698457,30.4934001495269,22.277163966804466,1139
14,199,2.584261100914722,32.35992159810396,23.58098799727051,1273
15,25,10.038282077639401,58.96159305063112,27.332713169543325,1088
15,23,60.30274568228678,71.58948491660331,18.2559123572123,267
15,59,2.5917188624392344,30.707334765314048,22.355248085105618,1143
15,79,2.5639400061649504,30.67564101417819,22.412537391270117,1153
15,88,2.1111274312675747,7.239850352360073,5.643624452248143,78
15,99,2.580619529449513,30.974797428955085,22.582246739308356,1168
15,131,2.2916819270884865,19.155179501394294,14.528968409560191,503
15,150,2.586386849777139,32.51279586337172,23.68589625731833,1284
15,159,38.48157724986869,93.71542382272382,27.75833752280775,717
15,171,2.5661000640100653,26.05327774096109,19.029958453463006,831
15,192,2.5844058918224713,31.796649992531567,23.170093811455974,1229
15,199,2.597783176974471,33.84163993276893,24.61786771669582,1385
16,25,9.763451631808104,60.09382075110745,28.116549614647145,1162
16,23,70.92148179957736,64.97327639519905,15.696717195464483,187
16,59,2.580432783164752,31.798041037898077,23.182993595956606,1231
16,79,2.5852549630823622,31.956752907656934,23.284210552182397,1241
16,99,2.5738615046916395,32.05283287814807,23.388625194524188,1254
16,131,2.243614085878124,18.320953463960908,13.994756688871204,470
16,150,2.61814442241381,33.91262492484985,24.605387376515523,1380
16,159,37.595860289014695,94.54865998603438,28.223359155681504,747
16,171,2.568287050556971,26.29856346461872,19.203667250857205,846
16,192,2.5703869124894365,32.92549049552236,24.036215347761622,1325
16,199,2.6034543781634487,35.20998550311625,25.594649644361144,1496
17,25,9.565221884005231,60.94702388836471,28.711385726138676,1220
17,23,110.60905227155045,50.34851287218621,10.488734453876368,72
17,59,2.593884485829471,32.77472283896877,23.85368521937157,1301
17,79,2.5906126395545335,33.01733614774979,24.040373158961625,1322
17,99,2.5960369764993203,33.06438298634737,24.057849187885978,1323
17,131,2.229675394261763,17.14139073947455,13.120956864677657,414
17,150,2.6208806647569522,35.102571671457675,25.459889776050293,1477
17,159,37.01963921823729,95.50181710888285,28.655032650987366,774
17,171,2.582013766021863,26.539623119878733,19.34528951065028,857
17,192,2.5847616640209075,34.023764545667426,24.79184585616534,1407
17,199,2.6025664371410926,36.44120566208797,26.492653680173966,1603
18,25,9.513654620163207,62.1862262707115,29.34799315465743,1277
18,59,2.623397291900451,33.61290088596625,24.371633556569407,1353
18,79,2.588911538100606,33.966256665193306,24.736710702911502,1400
18,99,2.5967925251435062,33.83518664605039,24.616302817572908,1385
18,131,2.219462227455099,15.521229920098637,11.89899310476656,341
18,150,2.650396871634251,36.28958237493672,26.222755978922347,1561
18,159,36.645506525630275,96.29838250978041,28.992038284139483,795
18,171,2.5923985150168973,26.59294017879848,19.358235487092788,857
18,192,2.5982441271580083,35.1747352715053,25.586105490711706,1496
18,199,2.6166483500434774,37.67320248636986,27.339091962378017,1704
19,25,9.454337553951682,62.97937128899664,29.784338074304817,1318
19,59,2.6185095494004202,34.208631326080656,24.81900183900578,1404
19,79,2.5809175833526683,34.68028599003554,25.282768305284097,1464
19,99,2.577560342865936,34.444003982236296,25.1214103142192,1446
19,131,2.1778858907657863,13.032437970413692,10.054194737561762,245
19,159,16.151757227411572,114.09505011158551,45.13639582253965,2532
19,171,2.5804548546657537,26.438570909156518,19.27551045735799,851
19,192,2.6169114490708036,35.99024258688809,26.11690834121003,1555
19,199,2.6053788066569457,38.70074939237242,28.125208412141138,1806
20,25,9.330898523682052,63.439016935747595,30.133433702734113,1355
20,59,2.5924078540585658,34.56694581395236,25.16285409215978,1448
20,79,2.5924785526766723,35.41640242338814,25.78097788470755,1520
20,99,2.5802042444199893,35.04069429194475,25.547868624151235,1495
20,131,2.1286410636832014,8.750150107392853,6.8021785060059585,113
20,159,15.612889620898075,118.17343738006909,47.281593533774625,2810
20,171,2.5425667315517786,25.87104661538058,18.95497481747977,827
20,192,2.632934304957415,36.45832119063442,26.402800386318855,1586
20,199,2.621124341189098,39.66794657268182,28.77026387116001,1886
21,25,9.249569980787369,63.741954814785366,30.36580955529755,1380
21,59,2.5921213301368677,34.90944740192178,25.413112885650943,1477
21,79,2.5701914100754246,35.88476954953397,26.19720783813384,1574
21,99,2.5949941272818635,35.51507791990911,25.844451056931963,1527
21,159,14.710095534208545,118.93458812002507,48.54036173696926,3021
21,171,2.5280333242666333,25.261146327411602,18.543517695491108,793
21,192,2.6352582504164594,36.77216271927711,26.62225134322274,1612
21,199,2.6307808928847933,40.544089596555494,29.3696875713511,1963
22,25,9.185043285742326,64.00070160640304,30.560303701617073,1401
22,59,2.5945088677896626,35.06711133764722,25.52005498452678,1489
22,79,2.590465907658646,36.45830912242722,26.546293755626532,1612
22,99,2.6069885336477148,35.840998672837145,26.04156391173849,1548
22,159,13.814615539485176,118.67874209920018,49.46067057909869,3203
22,171,2.563075126823057,24.52107330338478,17.917841763809616,737
22,192,2.6414592612770655,37.02037591395369,26.78096274584228,1630
22,199,2.6332025348294534,41.25932869903288,29.87863384222806,2031
23,25,9.14553858868137,63.999525729371264,30.603680557215277,1407
23,59,2.599260799335585,35.158091406425314,25.570663977855308,1494
23,79,2.586081049138444,36.697609853779106,26.735628747317996,1636
23,99,2.5942316227175835,35.99489490676684,26.196181670511923,1569
23,159,13.087532282645208,118.38098253378911,50.23379838577037,3364
23,171,2.5368199248491616,23.381061166415517,17.14355972114932,677
23,192,2.658942225406646,37.08567574347278,26.7692721587328,1625
23,199,2.6265345518835765,41.83128800984522,30.31844089258092,2093
24,25,9.15178613881496,64.11232135838544,30.650640031716758,1411
24,59,2.599262175797731,35.15810071556727,25.570666234717674,1494
24,79,2.591509792831036,36.93764843123035,26.89170212358127,1654
24,99,2.5836744513070675,36.035871035945156,26.2616752822038,1579
24,159,12.471860257763678,117.7410214651969,50.77119519732477,3492
24,171,2.476626949995379,21.85705640288918,16.154919867610165,606
24,192,2.665682426423231,37.098358442735815,26.755837938198493,1622
24,199,2.6336941873861552,42.375757001354295,30.685204439646007,2142
25,25,9.146582121021058,64.11679881002347,30.6585928750731,1412
25,59,2.603125252905481,35.113495246501,25.52558515820352,1488
25,79,2.6066424860724644,37.112468542061556,26.96658919841591,1660
25,99,2.575865254375573,36.06103817486236,26.306546940512728,1586
25,159,11.796796292610383,117.13626585582142,51.45607809233537,3654
25,171,2.5032970914246113,20.35555428802917,14.991513077104392,520
25,192,2.6663480046553705,37.08010769157676,26.74044988068775,1620
25,199,2.6403842433210625,42.86311295075267,31.01187307745161,2186
26,25,9.156374259190029,64.19652739747488,30.685769916099648,1414
26,59,2.5936375577669533,34.907832678392545,25.4069845488326,1476
26,79,2.6090243227628434,37.285661664693386,27.084187505929723,1674
26,99,2.5764654804920064,36.099332893983394,26.332437796377118,1589
26,159,11.403471639797656,117.2286899972306,52.08206752333928,3786
26,171,2.5568944485847482,18.444615431654427,13.4885522292004,418
26,192,2.6631138019985077,36.90862487403539,26.627554950701793,1607
26,199,2.6377248221949428,43.33839253266254,31.36627675630337,2237
27,25,9.156901148727624,64.15295638843287,30.664354922777616,1412
27,59,2.593686854927507,34.730332576101354,25.277634415215072,1461
27,79,2.6088948284661897,37.318130656407554,27.10822137643702,1677
27,99,2.5739486529633506,36.10439675030435,26.344712692344476,1591
27,159,10.945003262329577,116.9223432984781,52.661377157218205,3924
27,171,2.491641067460789,15.450802871141844,11.396965269754325,301
27,192,2.658125532648239,36.7361086539713,26.51966224172188,1595
27,199,2.639784441424609,43.76041769158526,31.663479447468095,2279
28,25,9.179752619885468,64.11912708673563,30.622732594394204,1407
28,59,2.5814103559267383,34.39813001730946,25.075473989820335,1440
28,79,2.605530423985808,37.31629228173133,27.118548248225665,1679
28,99,2.5695688631758604,36.05098563021689,26.320677005756384,1589
28,159,10.632077597017819,117.36303642076652,53.37345186539777,4070
28,171,2.3127963424417377,11.219973076190726,8.48423489979129,171
28,192,2.6452127204880944,36.41628539520481,26.33149049959465,1575
28,199,2.651747075725067,44.30941009243504,32.01242706048151,2326
29,25,9.18759977397218,64.12372725230155,30.616208164276447,1406
29,59,2.5921150000619755,34.26530850594912,24.944217876990713,1423
29,79,2.607481909133288,37.374705014795566,27.1542204181142,1683
29,99,2.5657181965759985,36.06927630464654,26.347198530651347,1593
29,159,10.333978886898318,117.79100746449076,54.078289494236856,4218
29,192,2.6337917900449734,36.152542141761856,26.178516246354356,1559
29,199,2.641689037975543,44.74511291552522,32.36818719036964,2381
30,25,9.199391585688927,64.1420415210186,30.611861756250438,1405
30,59,2.6069609922681245,34.08445451269872,24.765370921268694,1400
30,79,2.607943779291949,37.400217573415866,27.171152109379502,1685
30,99,2.5676959855083865,36.083175662966376,26.350582408944312,1593
30,159,10.092921300896498,118.33874020188337,54.75889124422714,4359
30,192,2.6278974206008634,35.868022680065096,25.991896331337482,1538
30,199,2.643119393967212,45.224724900773865,32.70923145679957,2431
31,25,9.262929749965245,64.06471028031206,30.504886235959706,1392
31,59,2.5945177991512893,33.685791577317005,24.514772789174064,1374
31,79,2.608871923946446,37.41797050419228,27.180825472104182,1686
31,99,2.5768478515106636,36.04516688520738,26.29162615740762,1584
31,159,9.881956408039803,118.97419841219141,55.44194736052477,4500
31,192,2.6144393200173086,35.3784062828339,25.681008594989454,1504
31,199,2.6474388601843604,45.604805830823665,32.96618042607448,2468
32,25,9.274132636211952,63.826533537101064,30.37923434103501,1380
32,59,2.608128355266513,33.40328495296916,24.266819406900844,1344
32,79,2.6075111045227732,37.37491425230007,27.154271091162656,1683
32,99,2.581945938671286,35.932441608880254,26.19214182080375,1571
32,159,9.810459962414205,119.99614928383885,56.05368729147419,4611
32,192,2.6275338835636393,35.004029292812156,25.366970092019123,1465
32,199,2.6491535550249004,46.04275123394092,33.275573998656604,2514
33,25,9.299830665625253,63.613141186723034,30.249752645544778,1367
33,59,2.582898998158688,32.86824065830643,23.955614566987048,1314
33,79,2.6073878191004014,37.351817289262975,27.137917993183947,1681
33,99,2.598515190605555,35.8750479306801,26.094605565996375,1556
33,159,9.577455231283913,120.5768100708382,56.77804220537275,4769
33,192,2.611451233305602,34.24755175162985,24.86960517535821,1411
33,199,2.6504147921364303,46.364085585089946,33.50248977134382,2548
34,25,9.40238898547407,63.233526071303054,29.959506948463787,1336
34,59,2.5708640873770787,32.36455256079019,23.625258443481872,1280
34,79,2.6061527582739927,37.287391687535255,27.095388483508497,1676
