Image Number,Label,Aspect Ratio,Mean Radius,Equivalent Radius,Area
34,99,2.5774975447582205,35.46461676826843,25.865994712344868,1533
34,159,9.527813656121687,121.75513585426584,57.43229944855643,4888
34,192,2.5962791770683737,33.58668061253125,24.43711622485994,1365
34,199,2.653127230008977,46.71435500115426,33.74408562989326,2584
35,25,9.481148776460309,63.092529895981144,29.809701118194518,1319
35,59,2.5598080184521046,31.850293370113185,23.283287736176078,1245
35,79,2.603893953801041,37.2155922868818,27.051031957587917,1671
35,99,2.562783738577515,35.201399529181835,25.723058802588405,1519
35,159,9.353037147638407,122.4823675191466,58.132993359283354,5039
35,192,2.6201932170870217,33.003751704191544,23.939709263295573,1306
35,199,2.639117631078063,47.03052938139425,34.03248156092562,2633
36,25,9.50791336093479,62.50730757532246,29.505459834903192,1291
36,59,2.582216293034877,31.274822452926177,22.7962798888025,1190
36,79,2.5991083051630652,37.125708524064606,27.00225027942404,1666
36,99,2.558870141921068,34.918862445103954,25.529599686125326,1497
36,159,9.303300339274035,123.68606854053101,58.80872604202295,5166
36,192,2.6299123478213104,32.244563236839895,23.360174032576655,1242
36,199,2.640136844288147,47.36009550570622,34.26655333168229,2669
37,25,9.573580399020077,61.91595538531874,29.15934621226302,1258
37,59,2.5997559000323647,30.714523035450707,22.337415265539466,1140
37,79,2.5938599025226496,36.976728770639234,26.912021173922813,1656
37,99,2.544944639109611,34.51998272760853,25.28392285676282,1471
37,159,9.174009361843138,124.64086929794794,59.53980523091866,5320
37,192,2.5957035264222545,31.27724257938671,22.758489247249795,1184
37,199,2.639565603560339,47.70850375897608,34.52112784970338,2709
38,25,9.619290659827685,61.29412770915271,28.820699657849975,1227
38,59,2.566279185998609,29.907772885892022,21.844868774144512,1095
38,79,2.5897719272181288,36.802269796163685,26.79913430388959,1643
38,99,2.545005261695643,34.249456716150746,25.085578764183243,1448
38,159,9.100724038873276,125.78790508259121,60.24859206831434,5462
38,192,2.591288061249507,30.21737408983846,21.99977081055427,1107
38,199,2.6480786054944687,48.10183832957171,34.76840091030473,2745
39,25,9.6555096744533,60.60334810634191,28.460217637864936,1195
39,59,2.5357819804984714,29.084503921025465,21.328371179820575,1048
39,79,2.581803049493938,36.63360941926018,26.703734879938086,1633
39,99,2.553988803091739,33.97650713393103,24.85644797223523,1420
39,159,9.055842228050851,127.14330309836602,60.99822638012787,5608
39,192,2.5895235880725163,29.12344101215896,21.20814722643411,1029
39,199,2.6649112948669553,48.62223598049281,35.07039636233245,2787
40,25,9.781865661315566,60.305556866113044,28.19790008867938,1168
40,59,2.5562003276105756,28.209275619326128,20.631317951604878,978
40,79,2.5815923380193246,36.50852778807901,26.613281793554407,1622
40,99,2.571977128102074,33.624470501221595,24.541423691228704,1381
40,159,8.952691858526942,128.41880469622612,61.8458758508965,5787
40,192,2.5410697891234366,27.77842047587203,20.356448765240543,954
40,199,2.6714187112354986,49.04700797372958,35.34802862151698,2829
41,25,9.909601979294337,59.86077496980007,27.86914196709218,1136
41,59,2.5451766867405747,27.271270589269566,19.9740466727201,918
41,79,2.569747027477303,36.34599087103634,26.535445848871056,1615
41,99,2.5708247427662854,33.2497951293481,24.27158567929709,1351
41,159,8.92066755575321,129.83962891061825,62.604874210184676,5937
41,199,2.690270246305869,49.58377796481427,35.6512130328702,2871
41,192,2.5895433648248876,26.57829201515154,19.35468047487024,857
42,25,10.027323292996526,59.36112308808235,27.52794360555214,1104
42,59,2.52300439622263,26.203971876099597,19.248392040789067,855
42,79,2.5664515728578947,36.17619254012612,26.422779374609654,1602
42,99,2.5709541072464224,32.81709773560037,23.95532472845362,1316
42,159,8.78893202110338,130.90196408687402,63.43088844724451,6125
42,199,2.6555027908699684,49.84231869715933,35.992829051269496,2939
42,192,2.525365881211243,24.84664917725443,18.245666192589795,768
43,25,10.10591556492697,58.28339688039105,26.957915043092623,1056
43,59,2.5732735886183336,25.260199357980433,18.433513425249505,779
43,79,2.5661270017425784,36.0721497143645,26.347898149956173,1593
43,99,2.550475387660996,32.36163738387786,23.685911829234094,1290
43,159,8.743941869097782,132.35552157125647,64.24504582462525,6294
43,199,2.6599994764458876,50.416324737633275,36.38681137653726,3002
43,192,2.541346132867656,23.176135080631155,16.983208447109416,664
44,25,10.168116375143848,57.344552989214115,26.469475495481134,1016
44,59,2.4954728868402953,23.731468277893654,17.496062597444617,709
44,79,2.562163600340059,35.88554589705184,26.225107161929873,1579
44,99,2.548007679060802,31.878726621362052,23.339992988101187,1253
44,159,8.630195779364263,133.61605838797962,65.14060284949433,6499
44,199,2.654514677903041,50.7903296212416,36.681970250612984,3053
44,192,2.563209306168174,21.183535455192402,15.478792805038868,550
45,25,10.227155563238428,56.425046029270916,25.99482918864555,978
45,59,2.549211446981649,22.393513101524192,16.392817773769295,618
45,79,2.5538870553243838,35.71390827416392,26.12783851750095,1569
45,99,2.554421694127175,31.405214285067878,22.974050061065164,1213
45,159,8.599366193670015,135.3330283734968,66.0564128319425,6691
45,199,2.6771724817412426,51.56328015193744,37.13485673084915,3120
45,192,2.5687253370901804,18.70707049823308,13.65945042924277,428
46,25,10.429905854904709,55.80417307474651,25.541116669140113,938
46,59,2.5028154152941164,20.606445214059523,15.177263412841658,533
46,79,2.5594882484972734,35.66178563671508,26.070660760792517,1561
46,99,2.5528096320971723,30.939046400533492,22.637794534481813,1178
46,159,8.498649369926847,136.67272736286515,66.97281554121734,6905
46,199,2.691132514009168,52.14300627483026,37.48731815607477,3174
46,192,2.4826768296197375,15.345932769371926,11.333217603857687,298
47,25,10.533942069131646,54.81185893014738,25.0040805571308,896
47,59,2.445622837281362,18.401974846136124,13.65844544505355,435
47,79,2.5585255800974496,35.55214461296335,25.99376665733594,1552
47,99,2.5377120566794975,30.359111511947397,22.25742625084139,1141
47,159,8.383190329059799,138.04136444989982,67.9526087987606,7141
47,199,2.6684331295139505,52.72617032861587,38.01375636688334,3273
47,192,2.395846477853378,10.36965034968815,7.749573189859252,141
48,25,10.562680687078375,53.333160523781984,24.307442683251402,846
48,59,2.3998298048405795,15.659136189605313,11.696097689273078,321
48,79,2.56440063359988,35.50108688426178,25.93659880194471,1544
48,99,2.5480394423610924,29.81490390390663,21.828875561760793,1096
48,159,8.322010003788417,139.72461587358373,68.9493505539941,7370
48,199,2.6714178184417086,53.43629254013257,38.511376872760536,3358
49,25,10.615160521587221,52.056567799214115,23.686451796769724,802
49,59,2.4061501889246344,12.126543918747819,9.049601734146837,192
49,79,2.5647092744738815,35.48022143678132,25.92031495078355,1542
49,99,2.540553995349354,29.236593678647363,21.426470086861052,1057
49,159,8.225621574670328,141.1846044283093,69.94088115330867,7613
49,199,2.678159363896288,54.097870935086,38.955432884493746,3433
50,25,10.813678336415744,50.74141640640788,22.945882767365877,748
50,59,2.2181253916226327,4.899565510558911,3.7568933889505947,34
50,79,2.57043491330359,35.46216965018542,25.88787677068357,1537
50,99,2.555406254916562,28.70514619575841,20.996155405109924,1013
50,159,8.157929517631985,142.54671426300342,70.81042943905241,7825
50,199,2.683987224678276,54.90869410570144,39.5106614439547,3529
